Filename;SubjResponse;RT;Duration (ms.);Modality_Correct;Item_Correct;Hesitation;Notes;Exclude;Column1
recording_V1L4_p150104_tr100_type_aguja;[type];0;3000.000;;;;;;
recording_V1L4_p150104_tr101_type_baño;[type];0;3000.000;;;;;;
recording_V1L4_p150104_tr102_type_baño;[type];0;3000.000;;;;;;
recording_V1L4_p150104_tr103_speak_tronco;tronco;893.980;415.592;;;;;;
recording_V1L4_p150104_tr104_type_espejo;[type];0;3000.000;;;;;;
recording_V1L4_p150104_tr105_speak_regalo;regalo;836.914;523.086;;;;;;
recording_V1L4_p150104_tr106_speak_vaso;vaso;872.000;376.000;;;;;;
recording_V1L4_p150104_tr107_speak_vaso;vaso;640.050;472.658;;;;;;
recording_V1L4_p150104_tr108_type_taza;[type];0;3000.000;;;;sniffles end of audio;;
recording_V1L4_p150104_tr109_speak_cazador;cazador;1179.312;499.951;;;;;;
recording_V1L4_p150104_tr10_type_vaso;;0;3000.000;;;;;;
recording_V1L4_p150104_tr110_speak_cazador;cazador;699.350;564.461;;;;;;
recording_V1L4_p150104_tr111_type_baño;[type];0;3000.000;;;;;;
recording_V1L4_p150104_tr112_speak_espalda;espalda;760.000;561.816;;;;tongue;;
recording_V1L4_p150104_tr113_type_espalda;[type];0;3000.000;;;;;;
recording_V1L4_p150104_tr114_type_camisa;[type];0;3000.000;;;;;;
recording_V1L4_p150104_tr115_type_puente;[type];0;3000.000;;;;;;
recording_V1L4_p150104_tr116_speak_puente;puente;918.171;451.569;;;;;;
recording_V1L4_p150104_tr117_speak_muñeca;muñeca;928.000;640.232;;;;;;
recording_V1L4_p150104_tr118_type_muñeca;[type];0;3000.000;;;;;;
recording_V1L4_p150104_tr119_speak_vaca;vaca;766.821;483.823;;;;;;
recording_V1L4_p150104_tr11_type_regalo;[type];0;3000.000;;;;;;
recording_V1L4_p150104_tr120_speak_pulpo;pulpo;960.000;421.525;;;;tongue;;
recording_V1L4_p150104_tr121_type_fresa;[type];0;3000.000;;;;;;
recording_V1L4_p150104_tr122_type_fresa;[type];0;3000.000;;;;;;
recording_V1L4_p150104_tr123_speak_pierna;pierna;904.000;401.230;;;;;;
recording_V1L4_p150104_tr124_speak_bombero;bombero;1027.962;588.038;;;;;;
recording_V1L4_p150104_tr125_type_traje;[type];0;3000.000;;;;;;
recording_V1L4_p150104_tr126_type_traje;[type];0;3000.000;;;;;;
recording_V1L4_p150104_tr127_type_pavo;[type];0;3000.000;;;;;;
recording_V1L4_p150104_tr128_speak_pavo;pavo;1008.000;361.740;;;;;;
recording_V1L4_p150104_tr129_speak_vaso;vaso;960.351;447.227;;;;;;
recording_V1L4_p150104_tr12_type_traje;[type];0;3000.000;;;;;;
recording_V1L4_p150104_tr130_type_traje;[type];0;3000.000;;;;;;
recording_V1L4_p150104_tr131_type_cerdo;[type];0;3000.000;;;;;;
recording_V1L4_p150104_tr132_type_cerdo;[type];0;3000.000;;;;;;
recording_V1L4_p150104_tr133_speak_cazador;cazador;931.197;568.182;;;;;;
recording_V1L4_p150104_tr134_type_manzana;[type];0;3000.000;;;;;;
recording_V1L4_p150104_tr136_type_cuerda;[type];0;3000.000;;;;;;
recording_V1L4_p150104_tr137_speak_cuerda;cuerda;828.230;353.563;;;;mic sound after word;;
recording_V1L4_p150104_tr138_speak_espalda;espalda;728.000;554.900;;;;;;
recording_V1L4_p150104_tr139_speak_granja;granja;873.511;533.446;;;;;;
recording_V1L4_p150104_tr13_speak_traje;traje;929.957;419.314;;;;tongue;;
recording_V1L4_p150104_tr140_type_granja;[type];0;3000.000;;;;;;
recording_V1L4_p150104_tr141_type_muñeca;[type];0;3000.000;;;;;;
recording_V1L4_p150104_tr142_type_falda;[type];0;3000.000;;;;;;
recording_V1L4_p150104_tr143_speak_falda;falda;942.983;526.003;;;;;;
recording_V1L4_p150104_tr144_speak_caracol;caracol;1024.000;512.000;;;;tongue;;
recording_V1L4_p150104_tr145_speak_caracol;caracol;1141.474;545.852;;;;;;
recording_V1L4_p150104_tr146_type_fresa;[type];0;3000.000;;;;;;
recording_V1L4_p150104_tr147_speak_pintor;pintor;1125.967;514.838;;;;;;
recording_V1L4_p150104_tr148_speak_pintor;pintor;869.169;555.777;;;;;;
recording_V1L4_p150104_tr149_type_puente;[type];0;3000.000;;;;sniffles end of audio;;
recording_V1L4_p150104_tr14_speak_fresa;fresa;925.615;540.890;;;;;;
recording_V1L4_p150104_tr150_speak_pavo;pavo;1040.000;329.120;;;;;;
recording_V1L4_p150104_tr151_speak_mano;mano;912.000;401.294;;;;;;
recording_V1L4_p150104_tr152_type_mano;[type];0;3000.000;;;;;;
recording_V1L4_p150104_tr153_type_cerdo;[type];0;3000.000;;;;;;
recording_V1L4_p150104_tr154_type_aguja;[type];0;3000.000;;;;;;
recording_V1L4_p150104_tr155_speak_aguja;aguja;789.047;506.953;;;;;;
recording_V1L4_p150104_tr156_speak_manzana;manzana;1076.965;580.588;;;;;;
recording_V1L4_p150104_tr157_speak_conejo;conejo;960.000;546.203;;;;;;
recording_V1L4_p150104_tr158_type_conejo;[type];0;3000.000;;;;;;
recording_V1L4_p150104_tr159_type_miel;[type];0;3000.000;;;;;;
recording_V1L4_p150104_tr15_type_fresa;[type];0;3000.000;;;;;;
recording_V1L4_p150104_tr160_speak_miel;miel;622.915;426.757;;;;;;
recording_V1L4_p150104_tr161_type_falda;[type];0;3000.000;;;;;;
recording_V1L4_p150104_tr162_speak_goma;goma;1022.379;394.502;;;;;;
recording_V1L4_p150104_tr163_speak_goma;goma;803.418;419.314;;;;;;
recording_V1L4_p150104_tr164_type_caracol;[type];0;3000.000;;;;;;
recording_V1L4_p150104_tr165_speak_iglesia;iglesia;856.143;702.164;;;;;;
recording_V1L4_p150104_tr166_speak_iglesia;iglesia;727.123;597.956;;;;;;
recording_V1L4_p150104_tr167_speak_oreja;oreja;817.065;513.597;;;;;;
recording_V1L4_p150104_tr168_type_oreja;[type];0;3000.000;;;;;;
recording_V1L4_p150104_tr169_speak_cuerda;cuerda;1072.000;393.884;;;;tongue, production sound;;
recording_V1L4_p150104_tr16_type_bombero;[type];0;3000.000;;;;;;
recording_V1L4_p150104_tr170_type_granja;[type];0;3000.000;;;;;;
recording_V1L4_p150104_tr171_type_cartero;[type];0;3000.000;;;;;;
recording_V1L4_p150104_tr172_type_cartero;[type];0;3000.000;;;;;;
recording_V1L4_p150104_tr173_speak_mano;mano;888.000;344.000;;;;;;
recording_V1L4_p150104_tr174_type_guante;[type];0;3000.000;;;;;;
recording_V1L4_p150104_tr175_type_guante;[type];0;3000.000;;;;some crack sound in the very beginning of the audio;;
recording_V1L4_p150104_tr176_speak_pintor;pintor;774.265;550.814;;;;tongue;;
recording_V1L4_p150104_tr177_type_taza;[type];0;3000.000;;;;seemed like she would speak, didn't;;
