Filename;SubjResponse;RT;Duration (ms.);Modality_Correct;Item_Correct;Hesitation;Notes;Exclude;Column1
recording_V2L2_p120202_tr100_type_bombero;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr101_speak_cadena;cadena;576.905;425.005;;;;;;
recording_V2L2_p120202_tr102_type_escoba;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr103_type_espejo;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr104_speak_cadena;cadena;616.000;390.872;;;;;;
recording_V2L2_p120202_tr105_speak_puente;puente;624.000;375.954;;;;;;
recording_V2L2_p120202_tr106_speak_puente;puente;576.000;360.000;;;;;;
recording_V2L2_p120202_tr107_type_vaca;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr108_speak_fresa;fresa;503.746;408.459;;;;;;
recording_V2L2_p120202_tr109_speak_fresa;fresa;446.649;406.908;;;;;;
recording_V2L2_p120202_tr10_speak_espalda;espalda;640.031;527.244;;;;;;
recording_V2L2_p120202_tr110_type_baño;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr111_speak_traje;traje;679.981;394.096;;;;;;
recording_V2L2_p120202_tr112_type_traje;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr113_speak_camisa;camisa;624.000;447.382;;;;;;
recording_V2L2_p120202_tr114_type_muñeca;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr115_speak_muñeca;muñeca;656.000;480.000;;;;;;
recording_V2L2_p120202_tr116_speak_pierna;pierna;565.428;346.120;;;;;;
recording_V2L2_p120202_tr117_speak_pavo;pavo;572.326;267.964;;;;;;
recording_V2L2_p120202_tr118_type_pavo;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr119_type_cazador;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr11_type_espalda;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr120_type_cazador;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr121_speak_taza;taza;549.108;390.781;;;;;;
recording_V2L2_p120202_tr122_type_bombero;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr123_type_vaso;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr124_type_vaso;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr125_speak_regalo;regalo;498.057;453.943;;;;;;
recording_V2L2_p120202_tr126_type_pulpo;[/pu/, type];704.000;112.000;0;;;spoke first, then typed;1;
recording_V2L2_p120202_tr127_type_espalda;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr128_speak_espalda;espalda;488.000;544.000;;;;;;
recording_V2L2_p120202_tr129_speak_puente;puente;555.489;378.375;;;;;;
recording_V2L2_p120202_tr12_type_camisa;[type];0;3000.000;;;;inhale end of audio;;
recording_V2L2_p120202_tr130_type_pintor;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr131_type_pintor;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr132_speak_fresa;fresa;423.247;420.554;;;;;;
recording_V2L2_p120202_tr133_type_caracol;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr134_type_caracol;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr135_speak_muñeca;muñeca;496.000;440.000;;;;;;
recording_V2L2_p120202_tr136_type_mano;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr137_speak_mano;mano;448.000;320.000;;;;;;
recording_V2L2_p120202_tr138_speak_cuerda;cuerda;533.328;388.299;;;;;;
recording_V2L2_p120202_tr139_type_cuerda;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr13_type_puente;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr140_type_traje;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr141_type_granja;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr142_speak_granja;granja;512.000;431.262;;;;;;
recording_V2L2_p120202_tr143_type_vaso;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr144_speak_pavo;pavo;549.790;290.210;;;;;;
recording_V2L2_p120202_tr145_speak_manzana;manzana;544.000;512.000;;;;;;
recording_V2L2_p120202_tr146_speak_manzana;manzana;568.980;511.020;;;;;;
recording_V2L2_p120202_tr147_type_cazador;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr148_speak_cerdo;cerdo;628.724;383.337;;;;;;
recording_V2L2_p120202_tr149_speak_cerdo;cerdo;433.368;398.632;;;;;;
recording_V2L2_p120202_tr14_speak_puente;puente;844.209;423.183;;;;;;
recording_V2L2_p120202_tr150_type_escoba;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr151_speak_espalda;espalda;524.307;493.748;;;;;;
recording_V2L2_p120202_tr152_speak_falda;falda;580.735;349.221;;;;;;
recording_V2L2_p120202_tr153_type_falda;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr154_type_guante;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr155_speak_guante;guante;648.000;434.889;;;;moves mic after the word;;
recording_V2L2_p120202_tr156_speak_tronco;tronco;651.178;396.013;;;;;;
recording_V2L2_p120202_tr157_speak_miel;miel;576.000;290.685;;;;;;
recording_V2L2_p120202_tr158_type_miel;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr159_type_pintor;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr15_speak_muñeca;muñeca;885.296;494.451;;;;;;
recording_V2L2_p120202_tr160_type_cartero;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr161_speak_cartero;cartero;490.618;421.382;;;;;;
recording_V2L2_p120202_tr162_speak_caracol;caracol;566.091;427.998;;;;;;
recording_V2L2_p120202_tr163_type_cuerda;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr164_speak_aguja;aguj (eh);688.000;736.000;1;;1;started saying the word, then hesitated, then did nothing;1;
recording_V2L2_p120202_tr165_speak_aguja;aguja;496.000;384.954;;;;;;
recording_V2L2_p120202_tr166_type_granja;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr167_speak_manzana;manzana;579.912;456.734;;;;;;
recording_V2L2_p120202_tr168_speak_oreja;oreja;616.000;334.426;;;;;;
recording_V2L2_p120202_tr169_speak_oreja;oreja;436.755;354.804;;;;;;
recording_V2L2_p120202_tr16_type_muñeca;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr170_type_tenedor;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr171_speak_goma;goma;674.204;284.091;;;;;;
recording_V2L2_p120202_tr172_type_goma;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr173_speak_mano;mano;488.000;267.364;;;;;;
recording_V2L2_p120202_tr174_type_conejo;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr175_type_conejo;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr176_speak_cerdo;cerdo;536.075;343.018;;;;;;
recording_V2L2_p120202_tr177_type_falda;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr178_type_iglesia;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr179_type_iglesia;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr17_speak_vaca;vaca;661.643;322.357;;;;;;
recording_V2L2_p120202_tr180_speak_guante;guante;565.849;387.059;;;;;;
recording_V2L2_p120202_tr181_type_vaca;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr182_type_vaca;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr183_type_baño;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr184_speak_baño;baño;608.000;288.000;;;;;;
recording_V2L2_p120202_tr185_speak_cartero;cartero;531.414;441.644;;;;;;
recording_V2L2_p120202_tr186_type_miel;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr187_speak_pierna;pierna;589.841;338.676;;;;;;
recording_V2L2_p120202_tr188_speak_pierna;pierna;512.000;336.000;;;;;;
recording_V2L2_p120202_tr189_speak_taza;taza;608.000;322.870;;;;;;
recording_V2L2_p120202_tr18_speak_pulpo;(cal (eh)) pulpo;1129.069;344.879;1;0;1;started saying calamar, then corrected it to pulpo;1;
recording_V2L2_p120202_tr190_type_taza;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr191_speak_aguja;aguja;584.000;470.634;;;;;;
recording_V2L2_p120202_tr192_type_oreja;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr193_type_camisa;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr194_speak_camisa;camisa;520.000;424.000;;;;;;
recording_V2L2_p120202_tr195_speak_regalo;regalo;536.000;376.000;;;;;;
recording_V2L2_p120202_tr196_speak_regalo;regalo;536.876;423.124;;;;;;
recording_V2L2_p120202_tr197_type_columna;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr198_speak_conejo;conejo;752.000;450.883;;;;;;
recording_V2L2_p120202_tr199_speak_bombero;bombero;608.000;405.050;;;;mi sound end of audio;;
recording_V2L2_p120202_tr19_type_fresa;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr1_speak_tronco;tronco;858.000;389.236;;;;;;
recording_V2L2_p120202_tr200_type_bombero;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr201_type_pulpo;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr202_type_pulpo;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr203_speak_iglesia;iglesia;536.000;582.524;;;;;;
recording_V2L2_p120202_tr204_type_goma;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr205_type_pierna;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr206_speak_taza;taza;584.000;354.020;;;;;;
recording_V2L2_p120202_tr207_speak_pavo;pavo;511.501;261.761;;;;;;
recording_V2L2_p120202_tr208_speak_pavo;pavo;532.816;271.685;;;;;;
recording_V2L2_p120202_tr209_type_vaca;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr20_type_fresa;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr210_speak_espalda;espalda;543.272;520.728;;;;;;
recording_V2L2_p120202_tr211_speak_espalda;espalda;484.749;531.251;;;;;;
recording_V2L2_p120202_tr212_type_pulpo;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr213_speak_vaso;vaso;480.000;416.000;;;;;;
recording_V2L2_p120202_tr214_type_vaso;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr215_type_regalo;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr216_type_traje;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr217_speak_traje;traje;552.000;341.360;;;;;;
recording_V2L2_p120202_tr218_speak_fresa;fresa;687.425;449.087;;;;;;
recording_V2L2_p120202_tr219_type_fresa;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr21_speak_pierna;pierna;624.000;350.617;;;;;;
recording_V2L2_p120202_tr220_type_bombero;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr221_speak_camisa;(traje osea) camisa;1986.130;328.752;1;0;;said traje first, then corrected to camisa;1;
recording_V2L2_p120202_tr222_type_muñeca;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr223_type_muñeca;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr224_speak_baño;baño;637.683;298.317;;;;;;
recording_V2L2_p120202_tr225_type_puente;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr226_type_puente;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr227_type_cazador;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr228_speak_cazador;cazador;552.000;483.405;;;;;;
recording_V2L2_p120202_tr229_type_pavo;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr22_speak_bombero;bombero;575.330;512.670;;;;;;
recording_V2L2_p120202_tr230_type_falda;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr231_type_falda;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr232_speak_puente;puente;542.022;373.668;;;;;;
recording_V2L2_p120202_tr233_type_cuerda;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr234_type_cuerda;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr235_type_espalda;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr236_speak_tenedor;tenedor;506.366;413.111;;;;;;
recording_V2L2_p120202_tr237_type_vaso;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr238_type_manzana;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr239_speak_manzana;manzana;704.000;464.147;;;;;;
recording_V2L2_p120202_tr23_type_traje;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr240_speak_traje;traje;560.000;392.980;;;;;;
recording_V2L2_p120202_tr241_speak_caracol;caracol;629.041;460.253;;;;tongue;;
recording_V2L2_p120202_tr242_type_caracol;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr243_type_fresa;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr244_type_cerdo;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr245_speak_cerdo;cerdo;482.657;389.343;;;;;;
recording_V2L2_p120202_tr246_speak_mano;mano;487.619;302.700;;;;;;
recording_V2L2_p120202_tr247_speak_mano;mano;431.793;280.207;;;;;;
recording_V2L2_p120202_tr248_type_muñeca;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr249_speak_granja;granja;699.716;409.389;;;;;;
recording_V2L2_p120202_tr24_type_traje;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr250_speak_granja;granja;522.538;409.389;;;;;;
recording_V2L2_p120202_tr251_type_tronco;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr252_speak_cazador;cazador;833.192;472.038;;;;;;
recording_V2L2_p120202_tr253_speak_pintor;pintor;963.452;392.021;;;;;;
recording_V2L2_p120202_tr254_type_pintor;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr255_speak_columna;columna;621.386;483.823;;;;;;
recording_V2L2_p120202_tr256_type_oreja;;0;3000.000;;;;yawns end of audio;;
recording_V2L2_p120202_tr257_speak_oreja;oreja;736.000;343.446;;;;sniffles beginning of audio;;
recording_V2L2_p120202_tr258_speak_falda;falda;555.924;348.076;;;;;;
recording_V2L2_p120202_tr259_speak_guante;guante;488.837;352.323;;;;;;
recording_V2L2_p120202_tr25_type_pavo;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr260_type_guante;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr261_type_cuerda;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr262_type_conejo;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr263_speak_conejo;conejo;540.262;370.466;;;;tongue;;
recording_V2L2_p120202_tr264_type_manzana;[type];0;3000.000;;;;;;
recording_V2L2_p120202_tr265_speak_cartero;cartero;766.204;418.070;;;;;;
recording_V2L2_p120202_tr266_speak_cartero;cartero;496.000;463.037;;;;tongue;;
recording_V2L2_p120202_tr267_speak_caracol;caracol;614.336;455.290;;;;tongue;;
recording_V2L2_p120202_tr268_type_cerdo;[type];0;3000.000;;;;;;
