13.2999 	DATA 	Mouse:  Right button up, pos=(832,667)
13.3415 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000022B620DAB50>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000022B68530490>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
13.3415 	EXP 	window1: mouseVisible = True
13.3416 	EXP 	window1: mouseVisible = False
13.3416 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
13.3416 	EXP 	window1: recordFrameIntervals = False
13.4108 	EXP 	window1: recordFrameIntervals = True
13.4872 	EXP 	Screen (0) actual frame rate measured at 143.98Hz
13.4872 	EXP 	window1: recordFrameIntervals = False
14.6244 	EXP 	Created textWelcomeFam = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='textWelcomeFam', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Bienvenido/a al experimento!', units='height', win=Window(...), wrapWidth=1)
14.6672 	EXP 	Created fixationITI = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1, 1, 1]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='fixationITI', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.1, 0.1]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
14.6678 	EXP 	Created polygonWhiteFam = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1, 1, 1]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='polygonWhiteFam', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), units='height', vertices=ndarray(...), win=Window(...))
14.6707 	EXP 	Created imageFam = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='imageFam', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
14.6711 	EXP 	Created textFam = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='textFam', opacity=1.0, ori=0.0, pos=array([ 0. , -0.3]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
14.7191 	EXP 	Created textBlankLoop = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='textBlankLoop', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
14.7414 	EXP 	textboxInstrFam: autoLog = True
14.7414 	EXP 	textboxEndFam: autoLog = True
14.7414 	EXP 	textWelcomeFam: autoDraw = True
16.7376 	EXP 	textWelcomeFam: autoDraw = False
16.7376 	EXP 	textboxInstrFam: autoDraw = True
27.0233 	EXP 	Imported repswitch_fam.xlsx as conditions, 45 conditions, 2 params
27.0239 	EXP 	Created sequence: random, trialTypes=45, nReps=1, seed=None
27.0240 	EXP 	New trial (rep=0, index=0): {'image': 'REPSWITCH1_Fam/PICTURE_446.png', 'correctAns': 'cerdo'}
27.0247 	DATA 	Keypress: space
27.0306 	EXP 	textboxInstrFam: autoDraw = False
27.0306 	EXP 	fixationITI: autoDraw = True
28.0932 	EXP 	fixationITI: autoDraw = False
28.0932 	EXP 	fixationITI: autoDraw = False
28.0932 	EXP 	imageFam: image = 'REPSWITCH1_Fam/PICTURE_446.png'
28.0932 	EXP 	polygonWhiteFam: autoDraw = True
28.0932 	EXP 	imageFam: autoDraw = True
31.5867 	EXP 	textFam: autoDraw = True
34.0870 	EXP 	textFam: autoDraw = False
34.1218 	EXP 	polygonWhiteFam: autoDraw = False
34.1218 	EXP 	imageFam: autoDraw = False
34.1218 	EXP 	polygonWhiteFam: autoDraw = False
34.1218 	EXP 	imageFam: autoDraw = False
34.1218 	EXP 	textFam: autoDraw = False
34.1218 	EXP 	textBlankLoop: autoDraw = True
34.6151 	EXP 	New trial (rep=0, index=1): {'image': 'REPSWITCH1_Fam/PICTURE_169.png', 'correctAns': 'espalda'}
34.6218 	EXP 	textBlankLoop: autoDraw = False
34.6218 	EXP 	textBlankLoop: autoDraw = False
34.6218 	EXP 	fixationITI: autoDraw = True
35.7053 	EXP 	fixationITI: autoDraw = False
35.7053 	EXP 	fixationITI: autoDraw = False
35.7053 	EXP 	imageFam: image = 'REPSWITCH1_Fam/PICTURE_169.png'
35.7053 	EXP 	polygonWhiteFam: autoDraw = True
35.7053 	EXP 	imageFam: autoDraw = True
39.1988 	EXP 	textFam: autoDraw = True
41.6991 	EXP 	textFam: autoDraw = False
41.7340 	EXP 	polygonWhiteFam: autoDraw = False
41.7340 	EXP 	imageFam: autoDraw = False
41.7340 	EXP 	polygonWhiteFam: autoDraw = False
41.7340 	EXP 	imageFam: autoDraw = False
41.7340 	EXP 	textFam: autoDraw = False
41.7340 	EXP 	textBlankLoop: autoDraw = True
42.2274 	EXP 	New trial (rep=0, index=2): {'image': 'REPSWITCH1_Fam/PICTURE_464.png', 'correctAns': 'goma'}
42.2339 	EXP 	textBlankLoop: autoDraw = False
42.2339 	EXP 	textBlankLoop: autoDraw = False
42.2339 	EXP 	fixationITI: autoDraw = True
43.3591 	EXP 	fixationITI: autoDraw = False
43.3591 	EXP 	fixationITI: autoDraw = False
43.3591 	EXP 	imageFam: image = 'REPSWITCH1_Fam/PICTURE_464.png'
43.3591 	EXP 	polygonWhiteFam: autoDraw = True
43.3591 	EXP 	imageFam: autoDraw = True
46.8527 	EXP 	textFam: autoDraw = True
49.3529 	EXP 	textFam: autoDraw = False
49.3876 	EXP 	polygonWhiteFam: autoDraw = False
49.3876 	EXP 	imageFam: autoDraw = False
49.3876 	EXP 	polygonWhiteFam: autoDraw = False
49.3876 	EXP 	imageFam: autoDraw = False
49.3876 	EXP 	textFam: autoDraw = False
49.3876 	EXP 	textBlankLoop: autoDraw = True
49.8810 	EXP 	New trial (rep=0, index=3): {'image': 'REPSWITCH1_Fam/PICTURE_235.png', 'correctAns': 'aguja'}
49.8877 	EXP 	textBlankLoop: autoDraw = False
49.8877 	EXP 	textBlankLoop: autoDraw = False
49.8877 	EXP 	fixationITI: autoDraw = True
50.9503 	EXP 	fixationITI: autoDraw = False
50.9503 	EXP 	fixationITI: autoDraw = False
50.9503 	EXP 	imageFam: image = 'REPSWITCH1_Fam/PICTURE_235.png'
50.9503 	EXP 	polygonWhiteFam: autoDraw = True
50.9503 	EXP 	imageFam: autoDraw = True
54.4439 	EXP 	textFam: autoDraw = True
56.9442 	EXP 	textFam: autoDraw = False
56.9789 	EXP 	polygonWhiteFam: autoDraw = False
56.9789 	EXP 	imageFam: autoDraw = False
56.9789 	EXP 	polygonWhiteFam: autoDraw = False
56.9789 	EXP 	imageFam: autoDraw = False
56.9789 	EXP 	textFam: autoDraw = False
56.9789 	EXP 	textBlankLoop: autoDraw = True
57.4723 	EXP 	New trial (rep=0, index=4): {'image': 'REPSWITCH1_Fam/PICTURE_590.png', 'correctAns': 'escoba'}
57.4790 	EXP 	textBlankLoop: autoDraw = False
57.4790 	EXP 	textBlankLoop: autoDraw = False
57.4790 	EXP 	fixationITI: autoDraw = True
58.6389 	EXP 	fixationITI: autoDraw = False
58.6389 	EXP 	fixationITI: autoDraw = False
58.6389 	EXP 	imageFam: image = 'REPSWITCH1_Fam/PICTURE_590.png'
58.6389 	EXP 	polygonWhiteFam: autoDraw = True
58.6389 	EXP 	imageFam: autoDraw = True
62.1324 	EXP 	textFam: autoDraw = True
64.6327 	EXP 	textFam: autoDraw = False
64.6674 	EXP 	polygonWhiteFam: autoDraw = False
64.6674 	EXP 	imageFam: autoDraw = False
64.6674 	EXP 	polygonWhiteFam: autoDraw = False
64.6674 	EXP 	imageFam: autoDraw = False
64.6674 	EXP 	textFam: autoDraw = False
64.6674 	EXP 	textBlankLoop: autoDraw = True
65.1608 	EXP 	New trial (rep=0, index=5): {'image': 'REPSWITCH1_Fam/PICTURE_570.png', 'correctAns': 'toro'}
65.1675 	EXP 	textBlankLoop: autoDraw = False
65.1675 	EXP 	textBlankLoop: autoDraw = False
65.1675 	EXP 	fixationITI: autoDraw = True
66.2163 	EXP 	fixationITI: autoDraw = False
66.2163 	EXP 	fixationITI: autoDraw = False
66.2163 	EXP 	imageFam: image = 'REPSWITCH1_Fam/PICTURE_570.png'
66.2163 	EXP 	polygonWhiteFam: autoDraw = True
66.2163 	EXP 	imageFam: autoDraw = True
69.7098 	EXP 	textFam: autoDraw = True
72.2101 	EXP 	textFam: autoDraw = False
72.2448 	EXP 	polygonWhiteFam: autoDraw = False
72.2448 	EXP 	imageFam: autoDraw = False
72.2448 	EXP 	polygonWhiteFam: autoDraw = False
72.2448 	EXP 	imageFam: autoDraw = False
72.2448 	EXP 	textFam: autoDraw = False
72.2448 	EXP 	textBlankLoop: autoDraw = True
72.7382 	EXP 	New trial (rep=0, index=6): {'image': 'REPSWITCH1_Fam/PICTURE_576.png', 'correctAns': 'guante'}
72.7449 	EXP 	textBlankLoop: autoDraw = False
72.7449 	EXP 	textBlankLoop: autoDraw = False
72.7449 	EXP 	fixationITI: autoDraw = True
73.8978 	EXP 	fixationITI: autoDraw = False
73.8978 	EXP 	fixationITI: autoDraw = False
73.8978 	EXP 	imageFam: image = 'REPSWITCH1_Fam/PICTURE_576.png'
73.8978 	EXP 	polygonWhiteFam: autoDraw = True
73.8978 	EXP 	imageFam: autoDraw = True
77.3913 	EXP 	textFam: autoDraw = True
79.8917 	EXP 	textFam: autoDraw = False
79.9264 	EXP 	polygonWhiteFam: autoDraw = False
79.9264 	EXP 	imageFam: autoDraw = False
79.9264 	EXP 	polygonWhiteFam: autoDraw = False
79.9264 	EXP 	imageFam: autoDraw = False
79.9264 	EXP 	textFam: autoDraw = False
79.9264 	EXP 	textBlankLoop: autoDraw = True
80.4198 	EXP 	New trial (rep=0, index=7): {'image': 'REPSWITCH1_Fam/PICTURE_599.png', 'correctAns': 'nube'}
80.4265 	EXP 	textBlankLoop: autoDraw = False
80.4265 	EXP 	textBlankLoop: autoDraw = False
80.4265 	EXP 	fixationITI: autoDraw = True
81.6141 	EXP 	fixationITI: autoDraw = False
81.6141 	EXP 	fixationITI: autoDraw = False
81.6141 	EXP 	imageFam: image = 'REPSWITCH1_Fam/PICTURE_599.png'
81.6141 	EXP 	polygonWhiteFam: autoDraw = True
81.6141 	EXP 	imageFam: autoDraw = True
85.1076 	EXP 	textFam: autoDraw = True
87.6079 	EXP 	textFam: autoDraw = False
87.6427 	EXP 	polygonWhiteFam: autoDraw = False
87.6427 	EXP 	imageFam: autoDraw = False
87.6427 	EXP 	polygonWhiteFam: autoDraw = False
87.6427 	EXP 	imageFam: autoDraw = False
87.6427 	EXP 	textFam: autoDraw = False
87.6427 	EXP 	textBlankLoop: autoDraw = True
88.1360 	EXP 	New trial (rep=0, index=8): {'image': 'REPSWITCH1_Fam/PICTURE_8.png', 'correctAns': 'pierna'}
88.1427 	EXP 	textBlankLoop: autoDraw = False
88.1427 	EXP 	textBlankLoop: autoDraw = False
88.1427 	EXP 	fixationITI: autoDraw = True
89.2887 	EXP 	fixationITI: autoDraw = False
89.2887 	EXP 	fixationITI: autoDraw = False
89.2887 	EXP 	imageFam: image = 'REPSWITCH1_Fam/PICTURE_8.png'
89.2887 	EXP 	polygonWhiteFam: autoDraw = True
89.2887 	EXP 	imageFam: autoDraw = True
92.7822 	EXP 	textFam: autoDraw = True
95.2826 	EXP 	textFam: autoDraw = False
95.3173 	EXP 	polygonWhiteFam: autoDraw = False
95.3173 	EXP 	imageFam: autoDraw = False
95.3173 	EXP 	polygonWhiteFam: autoDraw = False
95.3173 	EXP 	imageFam: autoDraw = False
95.3173 	EXP 	textFam: autoDraw = False
95.3173 	EXP 	textBlankLoop: autoDraw = True
95.8107 	EXP 	New trial (rep=0, index=9): {'image': 'REPSWITCH1_Fam/PICTURE_728.png', 'correctAns': 'pulpo'}
